name_project,sectors,region_project,budget_project,project_duration_days,عدد المنشآت,عدد العاملين السعوديين,economic_indicator,project_success
توسعة بترو رابغ – 2 – Petro Rabigh Expansion                  , صناعي,"منطقة مكة المكرمة, رابغ",30000000000.0,889.0,286456.0,477481.0,,1
مجمع بلاس كيم الجبيل – Plus Kim Complex Jubail                  , صناعي,"المنطقة الشرقية, الجبيل الصناعية",,,188521.0,598525.0,,0
الشركة السعودية للميثاكريلات ‘ساماك’ – Saudi Methac...                  , صناعي,"المنطقة الشرقية, الجبيل",4500000000.0,1096.0,188521.0,598525.0,,1
منطقة الخدمات تبوك – Tabuk Service Area                  , صناعي,"منطقة تبوك, تبوك",,,33731.0,22283.0,,0
مدينة وعد الشمال – Waad Al Shamaal City                  , صناعي,"منطقة الحدود الشمالية, طريف",26000000000.0,10560.0,14061.0,6470.0,,0
مجمع صدارة للكيميائيات – Sadara Chemicals Complex                  , صناعي,"المنطقة الشرقية, الجبيل",75000000000.0,1827.0,188521.0,598525.0,,1
مصفاة جازان – Jazan Refinery                  , صناعي,"منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",26250000000.0,2238.0,52022.0,22115.0,,1
مدينة جازان للصناعات الاساسية والتحويلية – Jazan Economic...                  , صناعي,"منطقة جازان, مدينة جازان للصناعات الاساسية والتحويلية",100000000000.0,,52022.0,22115.0,,0
مجمع صيانة و إصلاح الطائرات بجدة – SAEI Aircraft MRO Complex in Jed...                  , صناعي,"منطقة مكة المكرمة, جدة",3500000000.0,,286456.0,477481.0,,1
توسعة حقل شيبه النفطي – Shaybah Oil Field Expansion                  , صناعي,المنطقة الشرقية,,,188521.0,598525.0,,0
المدينة الطبية – Medical City                  , صحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
مستشفى الأطباء – Physicians Hospital                  , صحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
مركز كليمنصو الطبي جدة – Clemenceau Medicine International Jeddah                  , صحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
مستشفى خاص – Special Hospital                  , صحي,"منطقة عسير, أبها",,,77895.0,53929.0,,0
عناية سارة – Sarah Care                  , صحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
البلازا الطبي بعسير – LD Asir Medical Plaza                  , صحي,"منطقة عسير, خميس مشيط",,1064.0,77895.0,53929.0,,0
المستشفى الجامعي – جامعة نجران – University Hospital – Na...                  , صحي,"نجران, منطقة نجران",555000000.0,,368638.28018867923,622155.975,,0
مستشفى الموسى للتأهيل والرعاية الممتدة – Al Moosa Hospital f...                  , صحي,"المنطقة الشرقية, الأحساء",,,188521.0,598525.0,,0
مجمع آل بطي الطبي – Al-Bati Medical center                  , صحي,"المنطقة الشرقية, جزيرة تاروت",,,188521.0,598525.0,,0
مركز الدكتور سليمان الفقيه للرضوح – DSF Trauma Center                  , صحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
مستشفى دلة العارض – Dallah Hospital Alaridh                  , صحي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
توسعة مستشفى الملك عبدالعزيز الجامعي – King Abdulaziz Universi...                  , صحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
تطوير مدينة الملك سعود الطبية – King Saud Medical City Development...                  , صحي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مجمع سكون الطبي – Sukoon Hospitality Complex                  , صحي,"منطقة مكة المكرمة, جدة",488000000.0,,286456.0,477481.0,,0
مستشفى الولادة والاطفال بالرس- Childbirth and Children Hospital Ar Rass...                  , صحي,"منطقة القصيم, الرس",313171771.0,1094.0,78901.0,59468.0,,1
تطوير مستشفى نجران العام – Development of Najran General Hospital                  , صحي,منطقة نجران,,,35219.0,18251.0,,0
مبنى الطوارئ بمستشفى الملك خالد بنجران – Emergency King Khali...                  , صحي,"نجران, منطقة نجران",50000000.0,,368638.28018867923,622155.975,,0
توسعة مستشفى دلة النخيل – DALLAH HOSPITAL EXPANSIONS OF ALNAKHEEL                  , صحي,"منطقة الرياض, الرياض",500000000.0,1696.0,732297.0,1159997.0,,1
مستشفى د. سليمان الحبيب بالصحافة – Dr. Sulaiman Al-Habib Hospital in AL...                  , صحي,"منطقة الرياض, الرياض",2000000000.0,,732297.0,1159997.0,,0
مدينة مستشفى السعودي الالماني – Saudi German Medical City                  , صحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
البرج الجراحي – Surgical Tower                  , صحي,"منطقة مكة المكرمة, جدة",700000000.0,,286456.0,477481.0,,0
صحار – Sahar                  , صحي,"منطقة القصيم, بريدة",4000000000.0,,78901.0,59468.0,,0
تطوير مدينة الملك فهد الساحلية – King Fahad Coastal City Development...                  , صحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
البرج الطبي للولادة والاطفال بجدة – Maternity & ChildrenR...                  , صحي,"منطقة مكة المكرمة, جدة",383324267.0,1844.0,286456.0,477481.0,,1
مستشفى الجموم العام – General Hospital Al Jumum                  , صحي,"منطقة مكة المكرمة, الجموم",234822918.0,2281.0,286456.0,477481.0,,1
مستشفى الشرائع العام – Al Sharaya General Hospital                  , صحي,"مكة المكرمة, منطقة مكة المكرمة",602334009.0,1652.0,286456.0,477481.0,,1
المركز الحضاري الشرقي بمكة المكرمة                  , صحي,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
مستشفى الرازي – ALRAZI HOSPITAL                  , صحي,"المنطقة الشرقية, الأحساء",60000000.0,760.0,188521.0,598525.0,,1
وقف مستشفى لعلاج السرطان – Cancer Patients Care Endowment                  , صحي,"منطقة مكة المكرمة, جدة",147000000.0,1187.0,286456.0,477481.0,,1
مستشفى اليمامة الخاص – Alyamamah Private Hospital                  , صحي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مجمع الملك فيصل الطبي – King Faisal Medical Complex                  , صحي,"منطقة مكة المكرمة, الطائف",601000000.0,4719.0,286456.0,477481.0,,1
مستشفى الولادة والاطفال بعنيزة – Childbirth and Children Hospital U...                  , صحي,"منطقة القصيم, عنيزة",288548157.0,2126.0,78901.0,59468.0,,1
مستشفى سنابل التخصصي – Sanabil Specialist Hospital                  , صحي,"منطقة عسير, محايل عسير",,,77895.0,53929.0,,0
مستشفى الطبي الدولي – International Medical Center                  , صحي,"منطقة مكة المكرمة, جدة",500000000.0,1398.0,286456.0,477481.0,,1
مستشفى الملك فيصل التخصصي للأطفال – King Faisal Specialist Hospit...                  , صحي,"منطقة الرياض, الرياض",,,732297.0,1159997.0,,0
مستشفى د.محمد الفقيه – DR. MOHAMMED ALFAGIH HOSPITAL                  , صحي,"منطقة الرياض, الرياض",630000000.0,1645.0,732297.0,1159997.0,,1
المجمع الطبي لوزارة الدفاع – Military Medical Complex                  , صحي,"منطقة الرياض, الرياض",9300000000.0,,732297.0,1159997.0,,0
مجمع مدينة سدير للصناعة والأعمال التجاري – Sudair City for...                  , صحي,"منطقة الرياض, مدينة سدير للصناعة والأعمال",,,732297.0,1159997.0,,0
مدينة الحبيب الطبية –  Al Habib Medical City                  , صحي,"منطقة الرياض, الرياض",1200000000.0,,732297.0,1159997.0,,0
تطوير جبل محبس الجن – Jabal Mahbas El Jin Development                  , صحي,"مكة المكرمة, منطقة مكة المكرمة",,,286456.0,477481.0,,0
مجمع الأمل والصحة النفسية بالخرج –  Al Amal Complex for Mental Hea...                  , صحي,"منطقة الرياض, الخرج",,2666.0,732297.0,1159997.0,,0
جبل خندمة – Jabal Khandamah                  , صحي,"مكة المكرمة, منطقة مكة المكرمة",,4566.0,286456.0,477481.0,,0
مستشفى المرجان – Al Murjan Hospital                  , صحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
المجمع الطبي الأمني لوزارة الداخلية – Security Forces Medical C...                  , صحي,"منطقة مكة المكرمة, جدة",11330757975.0,,286456.0,477481.0,,0
الرعاية البيطرية العالمية – International Animal Care                  , صحي,"منطقة مكة المكرمة, جدة",,,286456.0,477481.0,,0
المختبر الإقليمي وبنك الدم المركزي بحفر الباطن – Hafar...                  , صحي,"المنطقة الشرقية, حفر الباطن",8157193.0,517.0,188521.0,598525.0,,1
مستشفى د.سمير عباس – Dr. Sameer Abbas Hospital                  , صحي,"منطقة مكة المكرمة, جدة",130130000.0,2107.0,286456.0,477481.0,,1
جزر البندقية – Venice Island                  , صحي,"منطقة مكة المكرمة, جدة",1000000000.0,,286456.0,477481.0,,0
